Title,Title_URL,Image,arow,asizemini,aoffscreen,arow2,acolumn,Field1,Text,Text1,Field2
"ASUS ROG Strix G18 Gaming Laptop, 18” 2.5K 240Hz Nebula Display, Intel Core Ultra 9 275HX, GeForce RTX 5060, 32 GB DDR5-5600, 2 TB SSD, Wi-Fi 7, Windows 11 Pro, RGB Backlit KB, ROG Cooling, Gaming PC",https://www.amazon.com/ASUS-Display-GeForce-DDR5-5600-Windows/dp/B0H2W3TXK5/ref=sr_1_73?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.dwPtF6eJbyoWw8261cLcaI-W0s7trK145v-2Bn4RUzPRo5d1D1dOEUOSzF1UPXEM-a6B93MSc6XfDQANSuL14G9KfgWgYspCgI-ARBS-93fep4kwH6gZLdE_5Pky0Dt2Aakjyj2GPWAgPFT2Ao5zGYQFW1yvtxU7kHULSiAnL7x5XiYCrftGhEzszJtcHPLZkUD8sY17JFp6J_SY-3Rb1rkdUyM96H9jt2tU8NhkVq0.kqcgCMqoV4FzgOICsJ2fqgV4815gze9bJcHIUhHwUaM&dib_tag=se&keywords=gaming+laptops&qid=1789820142&sprefix=%2Caps%2C392&sr=8-73&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/81FBo44dgGL._AC_UY218_.jpg,5.0,(3),,,,,,,"ASUS
ASUS ROG Strix G18
18 inches
Eclipse Gray
2 TB
Intel Core Ultra 9
32 GB
Windows 11 Pro
 18"" 2.5K 240Hz Nebula Display, Intel Core Ultra 9 275HX AI Processor, ROG Intelligent Cooling System, RTX 5060 Laptop GPU, Wi-Fi 7 & Bluetooth 5.418"" 2.5K 240Hz Nebula Display, Intel Core Ultra 9 275HX AI Processor, ROG Intelligent Cooling System, RTX 5060 Laptop GPU, Wi-Fi 7 & Bluetooth 5.4 
Dedicated"
"2026 AMD Gaming Laptop with Ryzen 5 7430U Processor(6C/12T, Up to 4.3GHz), 15.6"" Display Gaming Computer, AMD Radeon™ Graphics, 16GB RAM 512GB NVMe SSD, BK, WiFi 6, HDMI, Type-C, Webcam Cover Slide",https://www.amazon.com/Processor-Display-Computer-RadeonTM-Graphics/dp/B0H2VXLKN4/ref=sr_1_74?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.dwPtF6eJbyoWw8261cLcaI-W0s7trK145v-2Bn4RUzPRo5d1D1dOEUOSzF1UPXEM-a6B93MSc6XfDQANSuL14G9KfgWgYspCgI-ARBS-93fep4kwH6gZLdE_5Pky0Dt2Aakjyj2GPWAgPFT2Ao5zGYQFW1yvtxU7kHULSiAnL7x5XiYCrftGhEzszJtcHPLZkUD8sY17JFp6J_SY-3Rb1rkdUyM96H9jt2tU8NhkVq0.kqcgCMqoV4FzgOICsJ2fqgV4815gze9bJcHIUhHwUaM&dib_tag=se&keywords=gaming+laptops&qid=1789820142&sprefix=%2Caps%2C392&sr=8-74&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/712a4JLYAkL._AC_UY218_.jpg,4.3,(85),"PKR 243,911.23","PKR 18,897.79 delivery Tue, Sep 29","Tue, Sep 29",,,,"MALLRACE
LX15PRO
15.6 inches
Cool Gray
512 GB
Ryzen 5
16 GB
Windows 11 Pro
Numeric Keypad
AMD"
"NIMO 15.6"" IPS FHD-Light Gaming-Laptop,AMD Ryzen 5 6600H 16GB DDR5 RAM 512GB SSD (Beat i5-1335U, 6 Cores Up to 4.5GHz) AMD Radeon 660M GPU-Computer with 100W Type-C Backlit Keyboard Fingerprint",https://www.amazon.com/NIMO-FHD-Light-Gaming-Laptop-GPU-Computer-Fingerprint/dp/B0GMWP353J/ref=sr_1_75?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.dwPtF6eJbyoWw8261cLcaI-W0s7trK145v-2Bn4RUzPRo5d1D1dOEUOSzF1UPXEM-a6B93MSc6XfDQANSuL14G9KfgWgYspCgI-ARBS-93fep4kwH6gZLdE_5Pky0Dt2Aakjyj2GPWAgPFT2Ao5zGYQFW1yvtxU7kHULSiAnL7x5XiYCrftGhEzszJtcHPLZkUD8sY17JFp6J_SY-3Rb1rkdUyM96H9jt2tU8NhkVq0.kqcgCMqoV4FzgOICsJ2fqgV4815gze9bJcHIUhHwUaM&dib_tag=se&keywords=gaming+laptops&qid=1789820142&sprefix=%2Caps%2C392&sr=8-75&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71x6QOG+e8L._AC_UY218_.jpg,5.0,(5),,,,,,,"NIMO
NIMO N153
15.6 inches
Gray
512 GB
Ryzen 5
16 GB
Windows 11
Backlit Keyboard, Fingerprint Reader, HD Audio, Numeric Keypad
Integrated"
"HP Omen Ryzen 9 8940HX & 5060 16"" 240Hz Gaming Laptop, 32GB DDR5 + 1TB SSD",https://www.amazon.com/Ryzen-8940HX-240Hz-Gaming-Laptop/dp/B0H1Y4263Z/ref=sr_1_76?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.dwPtF6eJbyoWw8261cLcaI-W0s7trK145v-2Bn4RUzPRo5d1D1dOEUOSzF1UPXEM-a6B93MSc6XfDQANSuL14G9KfgWgYspCgI-ARBS-93fep4kwH6gZLdE_5Pky0Dt2Aakjyj2GPWAgPFT2Ao5zGYQFW1yvtxU7kHULSiAnL7x5XiYCrftGhEzszJtcHPLZkUD8sY17JFp6J_SY-3Rb1rkdUyM96H9jt2tU8NhkVq0.kqcgCMqoV4FzgOICsJ2fqgV4815gze9bJcHIUhHwUaM&dib_tag=se&keywords=gaming+laptops&qid=1789820142&sprefix=%2Caps%2C392&sr=8-76&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71RldPsgbTL._AC_UY218_.jpg,5.0,(1),,,,,,,"PCONLINE
TPN-I144
16 inches
Black
1 TB
AMD R Series
32 GB
Windows 11 Home
Backlit Keyboard, Numeric Keypad
Dedicated"
"ASUS ROG Strix G16 (2026) Gaming Laptop, 16” ROG Nebula HDR 2.5K 240Hz/3ms, Intel Core Ultra 9 290HX Plus, NVIDIA GeForce RTX 5080, 32GB DDR5, 1TB PCIe Gen4 SSD, Wi-Fi 7, Win11 Home, G615LW-AB96",https://www.amazon.com/ASUS-Gaming-Laptop-GeForce-G615LW-AB96/dp/B0GYMN57R2/ref=sr_1_77?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.dwPtF6eJbyoWw8261cLcaI-W0s7trK145v-2Bn4RUzPRo5d1D1dOEUOSzF1UPXEM-a6B93MSc6XfDQANSuL14G9KfgWgYspCgI-ARBS-93fep4kwH6gZLdE_5Pky0Dt2Aakjyj2GPWAgPFT2Ao5zGYQFW1yvtxU7kHULSiAnL7x5XiYCrftGhEzszJtcHPLZkUD8sY17JFp6J_SY-3Rb1rkdUyM96H9jt2tU8NhkVq0.kqcgCMqoV4FzgOICsJ2fqgV4815gze9bJcHIUhHwUaM&dib_tag=se&keywords=gaming+laptops&qid=1789820142&sprefix=%2Caps%2C392&sr=8-77&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/81cKwDf1eVL._AC_UY218_.jpg,5.0,(7),"PKR 1,080,979.73","PKR 26,409.23 delivery Tue, Sep 29","Tue, Sep 29",,,,"ASUS
G615LW-AB96
16 inches
Eclipse Gray
1 TB
Intel Core Ultra 9
32 GB
Windows 11 Home
Anti Glare Coating, Backlit Keyboard
Dedicated"
"NIAKUN 17.3"" Gaming Laptop Computer, 16GB RAM 512GB SSD, Core i5-7Y57",https://www.amazon.com/NIAKUN-Gaming-Laptop-Computer-i5-7Y57/dp/B0H3ZBY622/ref=sr_1_78?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.dwPtF6eJbyoWw8261cLcaI-W0s7trK145v-2Bn4RUzPRo5d1D1dOEUOSzF1UPXEM-a6B93MSc6XfDQANSuL14G9KfgWgYspCgI-ARBS-93fep4kwH6gZLdE_5Pky0Dt2Aakjyj2GPWAgPFT2Ao5zGYQFW1yvtxU7kHULSiAnL7x5XiYCrftGhEzszJtcHPLZkUD8sY17JFp6J_SY-3Rb1rkdUyM96H9jt2tU8NhkVq0.kqcgCMqoV4FzgOICsJ2fqgV4815gze9bJcHIUhHwUaM&dib_tag=se&keywords=gaming+laptops&qid=1789820142&sprefix=%2Caps%2C392&sr=8-78&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71RufC5lzzL._AC_UY218_.jpg,3.8,(108),"PKR 138,584.73","PKR 18,759.20 delivery Tue, Sep 29","Tue, Sep 29",,,,"NIAKUN
17.3 inches
Silver
512 GB
Core i5
16 GB
7Y57
1920x1080
i5-7Y57
38.5 watt-hours"
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Samsung Galaxy Book6 Enterprise Edition 14.0"", Intel® Core™ Ultra 5 325",https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMTgwMTIwNTE1MDI2MDA1OjE3ODk4MjAyMzU6c3BfYXRmX25leHQ6MzAxNDgzNDI4NDY3NTAyOjowOjo&url=%2FSamsung-Galaxy-Enterprise-Intel%25C2%25AE-CoreTM%2Fdp%2FB0H1D38ZFJ%2Fref%3Dsr_1_81_sspa%3Fcrid%3D3LC9VL11Q1Y6Z%26dib%3DeyJ2IjoiMSJ9.hU4Y04UoGRU3adCfFRM0stFlSQ4UDolqxorWMWhZjDyjeMo5Yr8P-QXJ8eMXsjXL1Suz68KyhQ7RrQk-JDNc90jN00wuKx_vkmdFWmeNGHOVexnxw1m0fI_Dyp9Rg4Ihk6YYlhgTrOS2SfrzXWzY0n73fRoMEzWtOHjE0oyzbyn_8n1gsLMue0YepRCzbqedsCscKPfmEbc02efLN0CmnTxpy0htOu1LMLm5jS1h4-s.S0SnMdqzReM1GDwro9ekXipYY1gqNgOOt-62g0QosKs%26dib_tag%3Dse%26keywords%3Dgaming%2Blaptops%26qid%3D1789820235%26sprefix%3D%252Caps%252C392%26sr%3D8-81-spons%26xpid%3DMMcXVFo9VX50C%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,https://m.media-amazon.com/images/I/61-I9ls9TuL._AC_UY218_.jpg,4.0,(1),"PKR 410,219.00","PKR 17,819.58 delivery Tue, Sep 29","Tue, Sep 29",,,,
"dynabook Tecra A45-M 14” Business Laptop, AMD Ryzen 5 220 (Up to 4.9GHz), 16GB DDR5 RAM, 512GB SSD, WUXGA 1920x1200, Wi-Fi 7, Windows 11 Pro, AI Copilot, Thunderbolt 4, Lightweight",https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMTgwMTIwNTE1MDI2MDA1OjE3ODk4MjAyMzU6c3BfYXRmX25leHQ6MzAxNDg2NDIxNzA2MjAyOjowOjo&url=%2Fdynabook-A45-M-1920x1200-Thunderbolt-Lightweight%2Fdp%2FB0GVPQNGS8%2Fref%3Dsr_1_82_sspa%3Fcrid%3D3LC9VL11Q1Y6Z%26dib%3DeyJ2IjoiMSJ9.hU4Y04UoGRU3adCfFRM0stFlSQ4UDolqxorWMWhZjDyjeMo5Yr8P-QXJ8eMXsjXL1Suz68KyhQ7RrQk-JDNc90jN00wuKx_vkmdFWmeNGHOVexnxw1m0fI_Dyp9Rg4Ihk6YYlhgTrOS2SfrzXWzY0n73fRoMEzWtOHjE0oyzbyn_8n1gsLMue0YepRCzbqedsCscKPfmEbc02efLN0CmnTxpy0htOu1LMLm5jS1h4-s.S0SnMdqzReM1GDwro9ekXipYY1gqNgOOt-62g0QosKs%26dib_tag%3Dse%26keywords%3Dgaming%2Blaptops%26qid%3D1789820235%26sprefix%3D%252Caps%252C392%26sr%3D8-82-spons%26xpid%3DMMcXVFo9VX50C%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,https://m.media-amazon.com/images/I/61-FPfLAjRL._AC_UY218_.jpg,,,"PKR 335,104.58","PKR 21,115.19 delivery Tue, Sep 29","Tue, Sep 29",,,,
"KAIGERR Gaming Laptop, 1TB NVMe SSD 16GB RAM Laptop Computer with AMD Ryzen 7 5825U(8C/16T, Up to 4.5GHz), 15.6inch Windows 11 Laptop, Radeon RX Vega 8 Graphics,WiFi 6 for Creative & Business",https://www.amazon.com/KAIGERR-Computer-15-6inch-Graphics-Creative/dp/B0HBQGPG9G/ref=sr_1_83?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.hU4Y04UoGRU3adCfFRM0stFlSQ4UDolqxorWMWhZjDyjeMo5Yr8P-QXJ8eMXsjXL1Suz68KyhQ7RrQk-JDNc90jN00wuKx_vkmdFWmeNGHOVexnxw1m0fI_Dyp9Rg4Ihk6YYlhgTrOS2SfrzXWzY0n73fRoMEzWtOHjE0oyzbyn_8n1gsLMue0YepRCzbqedsCscKPfmEbc02efLN0CmnTxpy0htOu1LMLm5jS1h4-s.S0SnMdqzReM1GDwro9ekXipYY1gqNgOOt-62g0QosKs&dib_tag=se&keywords=gaming+laptops&qid=1789820235&sprefix=%2Caps%2C392&sr=8-83&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/718wTuNdAiL._AC_UY218_.jpg,4.2,(27),"PKR 277,172.23","PKR 18,692.68 delivery Tue, Sep 29","Tue, Sep 29",,,,"KAIGERR
LX15PRO
15.6 inches
Lightweight Gray
1 TB
AMD Ryzen 7
16 GB
Windows 11
High Performance, Lightweight, Multifunctional, Numeric Keypad
Integrated"
"ASUS TUF F16 Gaming Laptop, i7-14650HX, RTX 5060, 32GB RAM, 1TB SSD",https://www.amazon.com/ASUS-Gaming-Laptop-i7-14650HX-5060/dp/B0HF4Z7KHX/ref=sr_1_84?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.hU4Y04UoGRU3adCfFRM0stFlSQ4UDolqxorWMWhZjDyjeMo5Yr8P-QXJ8eMXsjXL1Suz68KyhQ7RrQk-JDNc90jN00wuKx_vkmdFWmeNGHOVexnxw1m0fI_Dyp9Rg4Ihk6YYlhgTrOS2SfrzXWzY0n73fRoMEzWtOHjE0oyzbyn_8n1gsLMue0YepRCzbqedsCscKPfmEbc02efLN0CmnTxpy0htOu1LMLm5jS1h4-s.S0SnMdqzReM1GDwro9ekXipYY1gqNgOOt-62g0QosKs&dib_tag=se&keywords=gaming+laptops&qid=1789820235&sprefix=%2Caps%2C392&sr=8-84&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71ITy7Ae9wL._AC_UY218_.jpg,5.0,(4),,,,,,,"ASUS
ASUS TUF F16
16 inches
Gray
1 TB
Core i7
32 GB
Windows 11 Pro
100% sRGB Color Gamut, DLSS 4, MUX Switch with Advanced Optimus, NVIDIA G-SYNC, Ray Tracing
Dedicated"
"ASUS TUF F16 Gaming Laptop, GeForce RTX 5060, 32GB RAM, 2TB SSD, i7-14650HX",https://www.amazon.com/ASUS-Gaming-Laptop-GeForce-i7-14650HX/dp/B0HF4X9F55/ref=sr_1_85?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.hU4Y04UoGRU3adCfFRM0stFlSQ4UDolqxorWMWhZjDyjeMo5Yr8P-QXJ8eMXsjXL1Suz68KyhQ7RrQk-JDNc90jN00wuKx_vkmdFWmeNGHOVexnxw1m0fI_Dyp9Rg4Ihk6YYlhgTrOS2SfrzXWzY0n73fRoMEzWtOHjE0oyzbyn_8n1gsLMue0YepRCzbqedsCscKPfmEbc02efLN0CmnTxpy0htOu1LMLm5jS1h4-s.S0SnMdqzReM1GDwro9ekXipYY1gqNgOOt-62g0QosKs&dib_tag=se&keywords=gaming+laptops&qid=1789820235&sprefix=%2Caps%2C392&sr=8-85&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71pKzouVQWL._AC_UY218_.jpg,5.0,(4),,,,,,,"ASUS
Windows 11 Pro
Core i7
2.2 GHz
Dedicated
NVIDIA GeForce RTX 5060
32 GB
Business, Entertainment, Student
16 inches
32 GB"
,,,,,,,,,,,
,,,,,,,,,,,
"msi Vector 16 HX AI 16"" 2560x1600 240Hz Display Gaming Laptop, AMD Ryzen 9 8940HX (16 Cores, 2.4-5.3 GHz), NVIDIA RTX 5070 Ti 12GB GDDR7, 32GB RAM, 1TB NVMe SSD, Windows 11 Pro",https://www.amazon.com/msi-Vector-2560x1600-Display-2-4-5-3/dp/B0G48HHJF8/ref=sr_1_86?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.hU4Y04UoGRU3adCfFRM0stFlSQ4UDolqxorWMWhZjDyjeMo5Yr8P-QXJ8eMXsjXL1Suz68KyhQ7RrQk-JDNc90jN00wuKx_vkmdFWmeNGHOVexnxw1m0fI_Dyp9Rg4Ihk6YYlhgTrOS2SfrzXWzY0n73fRoMEzWtOHjE0oyzbyn_8n1gsLMue0YepRCzbqedsCscKPfmEbc02efLN0CmnTxpy0htOu1LMLm5jS1h4-s.S0SnMdqzReM1GDwro9ekXipYY1gqNgOOt-62g0QosKs&dib_tag=se&keywords=gaming+laptops&qid=1789820235&sprefix=%2Caps%2C392&sr=8-86&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/61iWwJfLWWL._AC_UY218_.jpg,3.5,(17),,,,,,,"msi
Vector
16 inches
Black
1024 GB
Ryzen 9
32 GB
Windows 11 Pro
Backlit Keyboard
Dedicated"
"ASUS TUF F16 (2025) Gaming Laptop, 16"" 165Hz FHD+ Display, 115W Max TGP RTX 5060, Intel Core i7-14650HX, 16GB DDR5, 1TB SSD, Intelligent Cooling, Win11 Home - with 1TB External HDD",https://www.amazon.com/ASUS-TUF-Display-i7-14650HX-Intelligent/dp/B0H1L4G335/ref=sr_1_87?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.hU4Y04UoGRU3adCfFRM0stFlSQ4UDolqxorWMWhZjDyjeMo5Yr8P-QXJ8eMXsjXL1Suz68KyhQ7RrQk-JDNc90jN00wuKx_vkmdFWmeNGHOVexnxw1m0fI_Dyp9Rg4Ihk6YYlhgTrOS2SfrzXWzY0n73fRoMEzWtOHjE0oyzbyn_8n1gsLMue0YepRCzbqedsCscKPfmEbc02efLN0CmnTxpy0htOu1LMLm5jS1h4-s.S0SnMdqzReM1GDwro9ekXipYY1gqNgOOt-62g0QosKs&dib_tag=se&keywords=gaming+laptops&qid=1789820235&sprefix=%2Caps%2C392&sr=8-87&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/61RHBxtmHmL._AC_UY218_.jpg,5.0,(3),,,,,,,"ASUS
TUF
16 inches
Jaeger Gray
1 TB
Core i7
16 GB
Windows 11 Home
Backlit Keyboard, HD Audio, Numeric Keypad
Dedicated"
"ASUS ROG Strix G18 Gaming Laptop, Intel Ultra 9, RTX 5070 Ti 12GB GDDR7",https://www.amazon.com/ASUS-ROG-Strix-G18-Gaming/dp/B0H71GX8L5/ref=sr_1_88?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.hU4Y04UoGRU3adCfFRM0stFlSQ4UDolqxorWMWhZjDyjeMo5Yr8P-QXJ8eMXsjXL1Suz68KyhQ7RrQk-JDNc90jN00wuKx_vkmdFWmeNGHOVexnxw1m0fI_Dyp9Rg4Ihk6YYlhgTrOS2SfrzXWzY0n73fRoMEzWtOHjE0oyzbyn_8n1gsLMue0YepRCzbqedsCscKPfmEbc02efLN0CmnTxpy0htOu1LMLm5jS1h4-s.S0SnMdqzReM1GDwro9ekXipYY1gqNgOOt-62g0QosKs&dib_tag=se&keywords=gaming+laptops&qid=1789820235&sprefix=%2Caps%2C392&sr=8-88&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71mguSK5CwL._AC_UY218_.jpg,5.0,(1),,,,,,,"ASUS
ASUS G18 Gaming Laptop
18 inches
Black
2 TB
Intel Core Ultra 9
32 GB
Windows 11 Pro
18 WQXGA 240Hz/3ms Display, Backlit Keyboard
Dedicated"
"2026 Alienware 15 Gaming Laptop, AMD Ryzen 5 220, 32GB DDR5 RAM, 1TB SSD",https://www.amazon.com/Alienware-15-Gaming-Laptop-Ryzen/dp/B0HFNHJDQ9/ref=sr_1_89?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.hU4Y04UoGRU3adCfFRM0stFlSQ4UDolqxorWMWhZjDyjeMo5Yr8P-QXJ8eMXsjXL1Suz68KyhQ7RrQk-JDNc90jN00wuKx_vkmdFWmeNGHOVexnxw1m0fI_Dyp9Rg4Ihk6YYlhgTrOS2SfrzXWzY0n73fRoMEzWtOHjE0oyzbyn_8n1gsLMue0YepRCzbqedsCscKPfmEbc02efLN0CmnTxpy0htOu1LMLm5jS1h4-s.S0SnMdqzReM1GDwro9ekXipYY1gqNgOOt-62g0QosKs&dib_tag=se&keywords=gaming+laptops&qid=1789820235&sprefix=%2Caps%2C392&sr=8-89&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71YGFU9aHyL._AC_UY218_.jpg,4.8,(9),,,,,,,"Dell
Alienware 15
15.3 inches
1 TB
Ryzen 5
32 GB
Windows 11 Home
Backlit Keyboard, HD Audio, Numeric Keypad
Dedicated
NVIDIA GeForce RTX 4050"
"Lenovo 15.6"" FHD Laptop, 8GB LPDDR5, 128GB Storage, Microsoft 365 Personal",https://www.amazon.com/Lenovo-Gaming-Laptop-7535HS-6-Core/dp/B0FY6NBGVY/ref=sr_1_90?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.hU4Y04UoGRU3adCfFRM0stFlSQ4UDolqxorWMWhZjDyjeMo5Yr8P-QXJ8eMXsjXL1Suz68KyhQ7RrQk-JDNc90jN00wuKx_vkmdFWmeNGHOVexnxw1m0fI_Dyp9Rg4Ihk6YYlhgTrOS2SfrzXWzY0n73fRoMEzWtOHjE0oyzbyn_8n1gsLMue0YepRCzbqedsCscKPfmEbc02efLN0CmnTxpy0htOu1LMLm5jS1h4-s.S0SnMdqzReM1GDwro9ekXipYY1gqNgOOt-62g0QosKs&dib_tag=se&keywords=gaming+laptops&qid=1789820235&sprefix=%2Caps%2C392&sr=8-90&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/816w86e2eTL._AC_UY218_.jpg,4.6,(21),,,,,,,"Lenovo
IdeaPad Slim 3 15
15.6 inches
Frost Blue
128 GB
Intel N150
8 GB
Windows 11 Home
Anti Glare Coating, HD Audio, Lightweight, Memory Card Slot, Numeric Keypad
Integrated"
"Acer Nitro V Gaming Laptop | Intel Core 5 Processor 210H | NVIDIA GeForce RTX 5050 Laptop GPU | 16"" WUXGA IPS 165Hz Display | 8GB DDR5 | 512GB Gen 4 SSD | Wi-Fi 6 | Backlit Keyboard | ANV16-I31-54PT",https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMTgwMTIwNTE1MDI2MDA1OjE3ODk4MjAyMzU6c3BfbXRmOjMwMTM1MTIxMTkyNjgwMjo6MDo6&url=%2FAcer-Processor-GeForce-Keyboard-ANV16-I31-54PT%2Fdp%2FB0CJCNL315%2Fref%3Dsr_1_91_sspa%3Fcrid%3D3LC9VL11Q1Y6Z%26dib%3DeyJ2IjoiMSJ9.hU4Y04UoGRU3adCfFRM0stFlSQ4UDolqxorWMWhZjDyjeMo5Yr8P-QXJ8eMXsjXL1Suz68KyhQ7RrQk-JDNc90jN00wuKx_vkmdFWmeNGHOVexnxw1m0fI_Dyp9Rg4Ihk6YYlhgTrOS2SfrzXWzY0n73fRoMEzWtOHjE0oyzbyn_8n1gsLMue0YepRCzbqedsCscKPfmEbc02efLN0CmnTxpy0htOu1LMLm5jS1h4-s.S0SnMdqzReM1GDwro9ekXipYY1gqNgOOt-62g0QosKs%26dib_tag%3Dse%26keywords%3Dgaming%2Blaptops%26qid%3D1789820235%26sprefix%3D%252Caps%252C392%26sr%3D8-91-spons%26xpid%3DMMcXVFo9VX50C%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/71iSm+PbylL._AC_UY218_.jpg,3.7,(4),"PKR 374,183.48","PKR 20,488.78 delivery Tue, Sep 29","Tue, Sep 29",,,,
"18.5 Inch Laptops, Core i9 CPU (Up to 4.8 GHz), 16GB RAM, 512GB SSD, WiFi-6",https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMTgwMTIwNTE1MDI2MDA1OjE3ODk4MjAyMzU6c3BfbXRmOjMwMTQ3NjM1MTcxODEwMjo6MDo6&url=%2F18-5-Laptops-i9-512GB-WiFi-6%2Fdp%2FB0H5JP27XM%2Fref%3Dsr_1_92_sspa%3Fcrid%3D3LC9VL11Q1Y6Z%26dib%3DeyJ2IjoiMSJ9.hU4Y04UoGRU3adCfFRM0stFlSQ4UDolqxorWMWhZjDyjeMo5Yr8P-QXJ8eMXsjXL1Suz68KyhQ7RrQk-JDNc90jN00wuKx_vkmdFWmeNGHOVexnxw1m0fI_Dyp9Rg4Ihk6YYlhgTrOS2SfrzXWzY0n73fRoMEzWtOHjE0oyzbyn_8n1gsLMue0YepRCzbqedsCscKPfmEbc02efLN0CmnTxpy0htOu1LMLm5jS1h4-s.S0SnMdqzReM1GDwro9ekXipYY1gqNgOOt-62g0QosKs%26dib_tag%3Dse%26keywords%3Dgaming%2Blaptops%26qid%3D1789820235%26sprefix%3D%252Caps%252C392%26sr%3D8-92-spons%26xpid%3DMMcXVFo9VX50C%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/81wzGDqYqaL._AC_UY218_.jpg,5.0,(7),"PKR 182,921.64","PKR 21,761.01 delivery Tue, Sep 29","Tue, Sep 29","PKR304,889.73",,,
"ASUS TUF A18 Gaming Laptop, NVIDIA RTX 5060, 32GB DDR5, 2TB SSD",https://www.amazon.com/ASUS-Gaming-Laptop-NVIDIA-5060/dp/B0H5QQF6VJ/ref=sr_1_93?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.hU4Y04UoGRU3adCfFRM0stFlSQ4UDolqxorWMWhZjDyjeMo5Yr8P-QXJ8eMXsjXL1Suz68KyhQ7RrQk-JDNc90jN00wuKx_vkmdFWmeNGHOVexnxw1m0fI_Dyp9Rg4Ihk6YYlhgTrOS2SfrzXWzY0n73fRoMEzWtOHjE0oyzbyn_8n1gsLMue0YepRCzbqedsCscKPfmEbc02efLN0CmnTxpy0htOu1LMLm5jS1h4-s.S0SnMdqzReM1GDwro9ekXipYY1gqNgOOt-62g0QosKs&dib_tag=se&keywords=gaming+laptops&qid=1789820235&sprefix=%2Caps%2C392&sr=8-93&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71U-jtlK7YL._AC_UY218_.jpg,5.0,(3),,,,,,,"ASUS
ASUS TUF A18 Gaming Laptop RTX5060
18 inches
Gray
2 TB
AMD Ryzen 7
32 GB
Windows 11 Pro
AMD Ryzen 7 260 (24MB Cache, up to 5.1 GHz, 8 cores, 16 Threads), AMD XDNA NPU up to 16TOPS, Backlit Keyboard, Bluetooth 5.3, NVIDIA RTX 5060(Supports 4K)
AMD Ryzen 7 260 (24MB Cache, up to 5.1 GHz, 8 cores, 16 Threads), AMD XDNA NPU up to 16TOPS, Backlit Keyboard, Bluetooth 5.3, NVIDIA RTX 5060(Supports… 
Dedicated"
